aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name,display_name,search_method
"","Bengkulu","Mukomuko","Kota Mukomuko","SD Negeri 3 Kota Mukomuko, Ujung Padang, Mukomuko, Bengkulu, Sumatera, Indonesia",""
"","Nusa Tenggara Barat","Lombok Barat","Kuripan","Batas Administrasi Desa Kuripan Selatan, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"","Sulawesi Selatan","Luwu Utara","","Luwu Utara, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Timur","Lumajang","Tempeh","Tempeh, Lumajang, Jawa Timur, Jawa, 67371, Indonesia",""
"","Nusa Tenggara Timur","Sikka","Alok","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Alok%2C+Sikka%2C+Nusa+Tenggara+Timur","not_found"
"","Jawa Timur","Gresik","Menganti","Menganti, Gresik, Jawa Timur, Jawa, 61174, Indonesia",""
"","Lampung","Bandar Lampung","Kedaton","Kedaton, Bandar Lampung, Lampung, Sumatera, 35123, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Cigudeg","Cigudeg, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Kulon Progo","Panjatan","Panjatan, Kulon Progo, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Barat","Karawang","Jatisari","Jatisari, Karawang, Jawa Barat, Jawa, Indonesia",""
"","Banten","Serang Kabupaten","Ciomas","Ciomas, Kab Serang, Banten, Jawa, 42163, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Kadudampit","Kadudampit, Kab Sukabumi, Jawa Barat, Jawa, 43153, Indonesia",""
"","Jawa Timur","Malang","Kepanjen","Kepanjen, Jalan Banurejo, Mentaraman, Kepanjen, Kabupaten Malang, Jawa Timur, Jawa, 65163, Indonesia",""
"","Sulawesi Selatan","Gowa","Pattallassang","Pattallassang, Gowa, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Pakis","Pakis, Magelang, Jawa Tengah, Jawa, 56193, Indonesia",""
"","Jambi","Jambi","Telanai Pura","Telanaipura, Jalan Haji Abdul Manaf, Telanaipura, Jambi, Danau Sipin, Jambi, Sumatera, 36122, Indonesia","joined"
"","Jawa Tengah","Boyolali","Karanggede","Karanggede, Boyolali, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Sukabumi Kota","Warudoyong","Warudoyong, Sukabumi, Jawa Barat, Jawa, 43141, Indonesia",""
"","Jawa Tengah","Semarang","Semarang Selatan","Semarang Selatan, Kota Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Kandangan","Kandangan, Kabupaten Kediri, Jawa Timur, Jawa, 64294, Indonesia",""
"","Banten","Serang","Cipocok Jaya","Cipocok Jaya, Serang, Banten, Jawa, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Ngancar","Ngancar, Kabupaten Kediri, Jawa Timur, Jawa, Indonesia",""
"","Nusa Tenggara Timur","Sumba Tengah","Katikutana Selatan","SMP Negeri Katikutana, Jalan Lintas Sumba, Wai Rasa, Sumba Tengah, Nusa Tenggara Timur, Nusa Tenggara, Indonesia","without_Selatan"
"","Kepulauan Bangka Belitung","Belitung Timur","Manggar","Manggar, Belitung Timur, Kepulauan Bangka Belitung, Sumatera, 33512, Indonesia",""
"","Jawa Tengah","Semarang","Gajahmungkur","Gajahmungkur, Kota Semarang, Jawa Tengah, Jawa, 50231, Indonesia",""
"","Jawa Barat","Karawang","Cikampek","Cikampek, Jalan Cikampek Tirtamulya, Cikampek Kota, Karawang, Jawa Barat, Jawa, 41374, Indonesia",""
"","Jawa Timur","Batu","","Kota Batu, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Purworejo","Ngombol","Ngombol, Purworejo, Jawa Tengah, Jawa, 54172, Indonesia",""
"","Daerah Istimewa Yogyakarta","Yogyakarta","Gondomanan","Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Kulon Progo","Kokap","Kokap, Kulon Progo, Daerah Istimewa Yogyakarta, Jawa, 55653, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Cikakak","Cikakak, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Magetan","Takeran","Takeran, Magetan, Jawa Timur, Jawa, 63173, Indonesia",""
"","Jambi","Tebo","Tebo Tengah","Tebo Tengah, Jambi, Sumatera, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Pacet","Pacet, Kabupaten Bandung, Jawa Barat, Jawa, 40385, Indonesia",""
"","Riau","Pelalawan","","Pelalawan, Riau, Sumatera, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor","Dramaga","Dramaga, Kab Bogor, Jawa Barat, Jawa, 16680, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Muara Gembong","Muara Gembong, Kab Bekasi, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Purbalingga","Bojongsari","Bojongsari, Purbalingga, Jawa Tengah, Jawa, 53362, Indonesia",""
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Panggang","Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jambi","Bungo","Tanah Tumbuh","Tanah Tumbuh, Bungo, Jambi, Sumatera, Indonesia",""
"","Jawa Timur","Mojokerto","Gedek","Jalan Raya Tapen-Gedek, Betro, Mojokerto, Jawa Timur, Jawa, 64412, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Cicendo","Cicendo, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Kalimantan Selatan","Kotabaru","","Kotabaru, Kalimantan Selatan, Indonesia",""
"","Sulawesi Selatan","Gowa","Manuju","Manuju, Gowa, Sulawesi Selatan, Sulawesi, Indonesia",""
"","Sumatera Utara","Binjai","Binjai Barat","Kantor Camat Binjai Barat, Jalan Mancang, Binjai, Kota Binjai, Sumatera Utara, Sumatera, 20717, Indonesia",""
"","Jawa Tengah","Jepara","Kembang","Kembang, Jepara, Jawa Tengah, Jawa, 59453, Indonesia",""
"","Aceh","Aceh Barat Daya","Tangantangan","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Tangantangan%2C+Aceh+Barat+Daya%2C+Aceh","not_found"
"","Jawa Tengah","Temanggung","Bejen","Bejen, Temanggung, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Tengah","Wonosobo","Kepil","Kepil, Wonosobo, Jawa Tengah, Jawa, 54183, Indonesia",""
"","Jawa Timur","Jombang","Ngusikan","Ngusikan, Jombang, Jawa Timur, Jawa, 64412, Indonesia",""
"","Jawa Timur","Madiun Kabupaten","Wonoasri","Wonoasri, Madiun, Jawa Timur, Jawa, 63151, Indonesia",""
"","Jawa Timur","Surabaya","Tegalsari","Tegalsari, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, Indonesia",""
"","Lampung","Bandar Lampung","Tanjung Karang Pusat","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Tanjung+Karang+Pusat%2C+Bandar+Lampung%2C+Lampung","not_found"
"","Jawa Timur","Banyuwangi","Kabat","Kabat, Banyuwangi, Jawa Timur, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Cigombong","Cigombong, Kab Bogor, Jawa Barat, Jawa, 16110, Indonesia",""
"","Jawa Tengah","Kudus","Kaliwungu","Kaliwungu, Kudus, Jawa Tengah, Jawa, 59466, Indonesia",""
"","Jawa Timur","Tuban","Semanding","Semanding, Bejagung, Semanding, Tuban, Jawa Timur, Jawa, 62381, Indonesia",""
"","Jawa Timur","Pasuruan Kota","Purworejo","Purworejo, Kota Pasuruan, Jawa Timur, Jawa, 67116, Indonesia",""
"","","","","","not_found"
"","Jawa Timur","Gresik","Benjeng","Ruas Metatu - Benjeng, dusun medangan, Dusun Metatu, Gresik, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Banyuwangi","Cluring","Cluring, Banyuwangi, Jawa Timur, Jawa, 68482, Indonesia",""
"","Jawa Tengah","Jepara","Pakis Aji","Pakis Aji, Jepara, Jawa Tengah, Jawa, 59432, Indonesia",""
"","Banten","Serang Kabupaten","Cinangka","Cinangka, Kab Serang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Banjaran","Banjaran, Kabupaten Bandung, Jawa Barat, Jawa, 40377, Indonesia",""
"","Jawa Timur","Jember","Mayang","Mayang, Jember, Jawa Timur, Jawa, 68181, Indonesia",""
"","Jawa Timur","Tuban","Jenu","Jenu, Tuban, Jawa Timur, Jawa, 62352, Indonesia",""
"","Sumatera Utara","Toba Samosir","Balige","Balige Iii, Toba, Sumatera Utara, Sumatera, 22312, Indonesia",""
"","Jawa Timur","Gresik","Dukun","balai desa Dukun Anyar, Jalan Yai Dailimi, Dukunanyar, Gresik, Jawa Timur, Jawa, 61155, Indonesia",""
"","Bali","Bangli","Susut","Susut, Bangli, Bali, Nusa Tenggara, 80613, Indonesia",""
"","Sumatera Barat","Solok","Lubuk Sikarah","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Lubuk+Sikarah%2C+Solok%2C+Sumatera+Barat","not_found"
"","Jawa Timur","Malang Kabupaten","Kasembon","Kasembon, Kabupaten Malang, Jawa Timur, Jawa, 65393, Indonesia",""
"","Nusa Tenggara Barat","Lombok Barat","","Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"","Jawa Timur","Madiun Kabupaten","Saradan","Saradan, Jalan Raya Caruban - Saradan, Madiun, Jawa Timur, Jawa, Indonesia",""
"","Jawa Barat","Cianjur","Bojongpicung","Bojongpicung, Cianjur, Jawa Barat, Jawa, 63282, Indonesia",""
"","Jawa Barat","Kuningan","Luragung","Jalan Ciwaru Luragung, Ciwaru, Kuningan, Jawa Barat, Jawa, 45583, Indonesia",""
"","Jawa Tengah","Batang","Reban","Reban, Batang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Mojokerto","Jetis","Jetis, Mojokerto, Jawa Timur, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang","Benda","Benda, Tangerang, Banten, Jawa, Indonesia",""
"","Banten","Serang Kabupaten","Pamarayan","Pamarayan, Kab Serang, Banten, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang","Sindang Jaya","Sindang Jaya, Sindangjaya, Kabupaten Tangerang, Banten, Jawa, 15560, Indonesia",""
"","Sumatera Selatan","Banyu Asin","Sembawa","Lalang Sembawa, Sembawa, Banyuasin, Sumatera Selatan, Sumatera, Indonesia",""
"","Jawa Timur","Sidoarjo","Sidoarjo","Sidoarjo, Jalan Diponegoro, Sidokumpul, Sidoarjo, Jawa Timur, Jawa, 61213, Indonesia",""
"","Jawa Barat","Bandung Barat","Parongpong","SMK Bina Essa Parongpong, Jalan Haji Hamim, Sariwangi, Bandung Barat, Jawa Barat, Jawa, 40513, Indonesia",""
"","Jawa Tengah","Surakarta","Pasar Kliwon","Pasar Kliwon, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, 57116, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kabupaten","Cibitung","Cibitung, Jalan Cendana Raya, Trias, Mekarsari, Kab Bekasi, Jawa Barat, Jawa, 17520, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Kemang","Kemang, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Utara","Medan","Medan Sunggal","Medan Sunggal, Kota Medan, Sumatera Utara, Sumatera, Indonesia",""
"","Jawa Timur","Mojokerto Kabupaten","Sooko","Sooko, Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Pekalongan Kota","Pekalongan Barat","Universitas Pekalongan, Jalan Sriwijaya, Bendan, Pekalongan ꦥꦼꦏꦭꦺꦴꦔꦤ꧀, Jawa Tengah, Jawa, 51119, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Selatan","Pesanggrahan","Pesanggrahan, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Tengah","Klaten","Trucuk","Trucuk, Klaten, Jawa Tengah, Jawa, 57451, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Kajoran","Kajoran, Magelang, Jawa Tengah, Jawa, 56163, Indonesia",""
"Bandung Raya","Jawa Barat","Cimahi","Cimahi Selatan","Cimahi, Kawasan Industri Cimahi Selatan, Utama, Cimahi, Jawa Barat, Jawa, 40533, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Bandung Wetan","Bandung Wetan, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Bandung Kota","Babakan Ciparay","Babakan Ciparay, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Blitar Kabupaten","Garum","Garum, Jalan Raya Blitar - Garum, Ngebra, Blitar, Jawa Timur, Jawa, 66182, Indonesia",""
"","Jawa Timur","Mojokerto Kabupaten","Mojoanyar","Jalan Raya Lengkong Mojoanyar, Lengkong, Mojokerto, Jawa Timur, Jawa, 61317, Indonesia",""
"","Jawa Barat","Indramayu","Haurgeulis","Haurgeulis, Jalan Stasiun, Haurgeulis, Indramayu, Jawa Barat, Jawa, 45264, Indonesia",""
"","Jawa Barat","Sukabumi Kabupaten","Cidahu","Cidahu, Kab Sukabumi, Jawa Barat, Jawa, 43358, Indonesia",""
"","Kalimantan Selatan","Banjarmasin","Banjarmasin Timur","Banjarmasin Timur, Banjarmasin, Kalimantan Selatan, Indonesia",""
"","Jawa Barat","Subang","Purwadadi","Purwadadi, Subang, Jawa Barat, Jawa, Indonesia",""
"","Kalimantan Selatan","Banjarmasin","Banjarmasin Barat","Banjarmasin Barat, Banjarmasin, Kalimantan Selatan, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Sepatan Timur","Sepatan Timur, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Sumatera Utara","Dairi","Sitinjo","Sitinjo, Dairi, Sumatera Utara, Sumatera, 22281, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Tarokan","Tarokan, Kabupaten Kediri, Jawa Timur, Jawa, Indonesia",""
"","Kalimantan Timur","Bontang","Bontang Utara","Bontang Baru, Bontang, Kalimantan Timur, 75311, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Bandung Kidul","Bandung Kidul, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Aceh","Aceh Timur","","Aceh Timur, Aceh, Sumatera, Indonesia",""
"","Sumatera Utara","Pematangsiantar","Siantar Marimbun","Siantar Marimbun, Kota Pematang Siantar, Kota Pematang Siantar–Simalungun, Sumatera Utara, Sumatera, 21127, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kabupaten","Pasirjambu","Pasirjambu, Kabupaten Bandung, Jawa Barat, Jawa, 40972, Indonesia",""
"","Jawa Barat","Karawang","Pedes","Pedes, Karawang, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Ngawi","Kendal","Kendal, Ngiju, Ngawi, Jawa Timur, Jawa, 63261, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Kedungwaringin","Kedungwaringin, Kab Bekasi, Jawa Barat, Jawa, 41316, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Sukajadi","Sukajadi, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Semarang Kota","Tembalang","Tembalang, Kota Semarang, Jawa Tengah, Jawa, 50275, Indonesia",""
"","Jawa Barat","Bandung Kota","Lengkong","Lengkong, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Margahayu","Margahayu, Kabupaten Bandung, Jawa Barat, Jawa, 40227, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Ciomas","Ciomas, Kab Bogor, Jawa Barat, Jawa, 16610, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Cileunyi","Jawa Barat, Jalan Raya Cibiru, Cipadung Kidul, Panyileukan, Cinunuk, Kabupaten Bandung, Jawa Barat, Jawa, 40626, Indonesia",""
"","Jawa Tengah","Tegal Kabupaten","Bumijawa","Bumijawa, Tegal, Jawa Tengah, Jawa, 52466, Indonesia",""
"","Bali","Tabanan","Kediri","Kediri, Tabanan, Bali, Nusa Tenggara, 08351, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Cisarua","Cisarua, Kab Bogor, Jawa Barat, Jawa, 16750, Indonesia",""
"","Jawa Barat","Purwakarta","Jatiluhur","Jatiluhur, Purwakarta, Jawa Barat, Jawa, 41152, Indonesia",""
"","Banten","Tangerang Kabupaten","Pakuhaji","Pakuhaji, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Banten","Tangerang","Kelapa Dua","Kelapa Dua, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Dayeuhkolot","Dayeuhkolot, Kabupaten Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Boyolali","Sambi","Sambi, Boyolali, Jawa Tengah, Jawa, 57376, Indonesia",""
"","Jawa Barat","Garut","Cisurupan","Cisurupan, Garut, Jawa Barat, Jawa, 44163, Indonesia",""
"","Jawa Barat","Sukabumi Kota","Cibeureum","SDIT Adzkia 2 Cibeureum Hilir, Jalan Ambana Sasana, Cisarua, Sukabumi, Jawa Barat, Jawa, 43112, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Pusat","Johar Baru","Johar Baru, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Bekasi Timur","Bekasi Timur, Jalan Ir. H. Juanda, Karangkitri, Bulak Kapal, Margahayu, Bekasi, Jawa Barat, Jawa, 10350, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Pondokmelati","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Pondokmelati%2C+Bekasi%2C+Jawa+Barat","not_found"
"","Jawa Tengah","Klaten","Kemalang","Kemalang, Klaten, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Bojonegoro","Kedungadem","Kedungadem, Bojonegoro, Jawa Timur, Jawa, 62195, Indonesia",""
"","Sumatera Utara","Deli Serdang","STM Hilir","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=STM+Hilir%2C+Deli+Serdang%2C+Sumatera+Utara","not_found"
"","Kepulauan Bangka Belitung","Bangka Barat","Kelapa","Desa Kelapa, Bangka Barat, Kepulauan Bangka Belitung, Sumatera, Indonesia",""
"","Jawa Tengah","Demak","Sayung","Sayung, Demak, Jawa Tengah, Jawa, 59563, Indonesia",""
"","Aceh","Banda Aceh","Syiah Kuala","Syiah Kuala, Banda Aceh, Aceh, Sumatera, Indonesia",""
"","Jawa Timur","Magetan","Barat","Magetan, Jalan Barat, Banjarejo, Magetan, Jawa Timur, Jawa, 63395, Indonesia",""
"","Kepulauan Riau","Karimun","Karimun","Pulau Karimun Kecil, Karimun, Kepulauan Riau, Sumatera, Indonesia",""
"","Sumatera Utara","Pematangsiantar","Siantar Utara","Siantar, Jalan R.A. Kartini, Proklamasi, Siantar Barat, Kota Pematang Siantar, Kota Pematang Siantar–Simalungun, Sumatera Utara, Sumatera, 21117, Indonesia",""
"","Jawa Barat","Karawang","Tirtajaya","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Tirtajaya%2C+Karawang%2C+Jawa+Barat","not_found"
"JABODETABEK","Banten","Tangerang","Curug","Curug, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Riau","Indragiri Hilir","Tembilahan","Tembilahan, Indragiri Hilir, Riau, Sumatera, 29200, Indonesia",""
"","Kalimantan Selatan","Barito Kuala","Cerbon","Kantor Kecamatan Cerbon, Jalan H.M. Yunus, Bantuil, Barito Kuala, Kalimantan Selatan, Indonesia",""
"","Banten","Lebak","Cigemblong","Cigemblong, Lebak, Banten, Jawa, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi","Sukawangi","Sukawangi, Kab Bekasi, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Temanggung","Kaloran","Kaloran, Temanggung, Jawa Tengah, Jawa, Indonesia",""
"","Sumatera Barat","Padang Panjang","Padang Panjang Timur","Padang Panjang Timur, Padang Panjang, Sumatera Barat, Sumatera, 27111, Indonesia",""
"","Jawa Barat","Garut","Cikelet","Cikelet, Garut, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Surabaya","Karang Pilang","Karang Pilang, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, 60221, Indonesia",""
"","Jawa Timur","Malang","Blimbing","Blimbing, Jalan Stasiun Blimbing, Blimbing, Kota Malang, Jawa Timur, Jawa, 65125, Indonesia",""
"","Jawa Tengah","Klaten","Jogonalan","Jogonalan, Klaten, Jawa Tengah, Jawa, 57421, Indonesia",""
"","Kepulauan Bangka Belitung","Bangka","","Pulau Bangka, Kepulauan Bangka Belitung, Sumatera, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Jonggol","Jonggol, Kab Bogor, Jawa Barat, Jawa, 16830, Indonesia",""
"","Bali","Tabanan","Pupuan","Pupuan, Tabanan, Bali, Nusa Tenggara, 82163, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Gurah","Gurah, Kabupaten Kediri, Jawa Timur, Jawa, 64181, Indonesia",""
"","Jawa Barat","Sukabumi Kota","Gunung Puyuh","SDN Gunung Puyuh CBM, Jalan Bhayangkara, Benteng, Sukabumi, Jawa Barat, Jawa, 43121, Indonesia",""
"","Jawa Barat","Majalengka","Kadipaten","Kadipaten, Majalengka, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Banyumas","Purwokerto Utara","Polres Purwokerto Utara, Jalan Beringin, Limas, Jatiwinangun, Bancarkembar, Banyumas, Jawa Tengah, Jawa, 53121, Indonesia",""
"","Jawa Timur","Nganjuk","Nganjuk","Nganjuk, Jalan Diponegoro II, Nganjuk, Jawa Timur, Jawa, 64414, Indonesia",""
"","Jawa Timur","Situbondo","Sumbermalang","Sumbermalang, Situbondo, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Situbondo","","Situbondo, Jawa Timur, Jawa, Indonesia",""
"","Aceh","Banda Aceh","Kuta Alam","Kuta Alam, Banda Aceh, Aceh, Sumatera, Indonesia",""
"JABODETABEK","Jawa Barat","Bekasi Kota","Pondokmelati","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Pondokmelati%2C+Bekasi+Kota%2C+Jawa+Barat","not_found"
"JABODETABEK","DKI Jakarta","Jakarta","Cakung","Cakung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Tengah","Klaten","Karangnongko","Karangnongko, Klaten, Jawa Tengah, Jawa, 57483, Indonesia",""
"","Jawa Timur","Jombang","Kabuh","Kabuh, Jombang, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Mojokerto","","Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Sumatera Utara","Deli Serdang","Patumbak","Patumbak Dua, Deli Serdang, Sumatera Utara, Sumatera, 20148, Indonesia",""
"","Kalimantan Selatan","Banjarmasin","Banjarmasin Utara","Banjarmasin Utara, Banjarmasin, Kalimantan Selatan, Indonesia",""
"","Jawa Tengah","Pekalongan Kabupaten","Sragi","Sragi, Jalan Rambutan, Sragi, Pekalongan, Jawa Tengah, Jawa, Indonesia",""
"","Nusa Tenggara Barat","Bima","Mpunda","Puskesmas Mpunda, Jalan Gatot Subroto, Kelurahan Sadia, Bima, Kabupaten Bima, Nusa Tenggara Barat, Nusa Tenggara, 84119, Indonesia",""
"","Jawa Tengah","Sragen","Sumberlawang","Sumberlawang, Jalan Solo - Purwodadi, Toro Lor, Sragen, Jawa Tengah, Jawa, 57272, Indonesia",""
"","Jawa Timur","Bondowoso","Sukosari","Sukosari, Bondowoso, Jawa Timur, Jawa, Indonesia",""
"","Lampung","Lampung Selatan","Sidomulyo","Sidomulyo, Lampung Selatan, Lampung, Sumatera, 35552, Indonesia",""
"","Jawa Barat","Indramayu","Terisi","Terisi, Losarang - Terisi, Karangasem, Indramayu, Jawa Barat, Jawa, 45260, Indonesia",""
"","Jambi","Tebo","Rimbo Bujang","Rimbo Bujang, Jambi, Sumatera, 37253, Indonesia",""
"","Jawa Timur","Nganjuk","Gondang","Gondang, Nganjuk, Jawa Timur, Jawa, 64472, Indonesia",""
"","Jawa Timur","Jombang","","Jombang, Jawa Timur, Jawa, Indonesia",""
"","Sumatera Selatan","Ogan Komering Ulu","Batu Raja Timur","BATU PUTIH, Baturaja Barat, Ogan Komering Ulu, Sumatera Selatan, Sumatera, Indonesia","without_Timur"
"","Kalimantan Tengah","Kotawaringin Barat","Kumai","Terminal Penumpang Pelabuhan Panglima Utar Kumai, 248, Raya 4, Kumai Hulu, Kotawaringin Barat, Kalimantan Tengah, 74181, Indonesia",""
"","Nusa Tenggara Barat","Dompu","Manggalewa","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Manggalewa%2C+Dompu%2C+Nusa+Tenggara+Barat","not_found"
"JABODETABEK","Jawa Barat","Bogor Kabupaten","Kemang","Kemang, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Malang Kabupaten","Lawang","Lawang, Jalan Raya Mondoroko, Ngamarto, Lawang, Kabupaten Malang, Jawa Timur, Jawa, 65211, Indonesia",""
"","Daerah Istimewa Yogyakarta","Bantul","Sewon","Sewon, Bantul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Banten","Serang Kabupaten","Jawilan","Jawilan, Kab Serang, Banten, Jawa, Indonesia",""
"","Jawa Timur","Pasuruan Kabupaten","Rembang","Rembang, Jalan Tol Gempol–Pasuruan, Pasuruan Industrial Estate Rembang, Pejangkungan, Pasuruan, Jawa Timur, Jawa, 67153, Indonesia",""
