aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name
"",Jawa Barat,Bandung Barat,Saguling
"",Banten,Serang Kabupaten,Kramatwatu
JABODETABEK,Jawa Barat,Bekasi Kota,Mustikajaya
"",Jambi,Jambi,Pasar Jambi
"",Jawa Barat,Sumedang,Pamulihan
"",Jawa Timur,Nganjuk,Bagor
"",Jawa Timur,Nganjuk,Loceret
"",Jawa Timur,Jombang,Bareng
"",Sumatera Barat,Padang,Padang Timur
"",Jawa Timur,Banyuwangi,Pesanggaran
"",Jawa Barat,Cirebon Kabupaten,Susukan
"",Sulawesi Selatan,Luwu Timur,Malili
"",Jawa Timur,Probolinggo Kabupaten,Lumbang
"",Aceh,Aceh Utara,Simpang Keramat
"",Papua,Keerom,""
"",Jawa Barat,Bekasi Kabupaten,Pebayuran
"",Jawa Timur,Bangkalan,Kokop
"",Jawa Barat,Subang,Dawuan
"",Banten,Serang,Cikande
"",Jawa Barat,Garut,Pangatikan
"",Jawa Tengah,Demak,Bonang
"",Jawa Timur,Magetan,Kawedanan
"",Jawa Tengah,Semarang Kabupaten,Bancak
"",Daerah Istimewa Yogyakarta,Gunung Kidul,Semanu
"",DKI Jakarta,Jakarta Pusat,Tanah Abang
"",Nusa Tenggara Barat,Lombok Utara,Pemenang
"",Jawa Barat,Bekasi Kabupaten,Setu
Bandung Raya,Jawa Barat,Bandung Kota,Arcamanik
"",Jawa Timur,Ngawi,Karangjati
"",Jawa Barat,Bandung Kota,Cibeunying Kidul
Bandung Raya,Jawa Barat,Bandung Barat,Rongga
"",Lampung,Bandar Lampung,Tanjung Senang
"",Sumatera Selatan,Banyu Asin,Tanjung Lago
JABODETABEK,Jawa Barat,Bogor Kota,Bogor Timur
"",Jawa Tengah,Pekalongan Kabupaten,Kesesi
"",Riau,Kampar,Tapung
"",Lampung,Bandar Lampung,Langkapura
"",Banten,Serang Kabupaten,Mancak
"",Sumatera Utara,Pematangsiantar,Siantar Martoba
"",Bengkulu,Bengkulu,Teluk Segara
"",Jawa Timur,Sampang,Kedungdung
"",Jawa Tengah,Batang,Bandar
"",Jawa Timur,Pamekasan,Pademawu
"",Jawa Timur,Pasuruan,Pohjentrek
"",Jawa Timur,Bojonegoro,Malo
"",Jambi,Muaro Jambi,Mestong
"",Sumatera Utara,Simalungun,Raya
"",Jawa Tengah,Boyolali,Juwangi
"",Sumatera Selatan,Muara Enim,Muara Enim
"",Jawa Tengah,Tegal Kabupaten,Adiwerna
"",Jawa Barat,Depok,Tapos
JABODETABEK,DKI Jakarta,Jakarta Pusat,Sawah Besar
"",Jawa Timur,Malang,Sumber Pucung
"",Jawa Barat,Bandung Kabupaten,Rancaekek
"",DKI Jakarta,Jakarta Barat,Kali Deres
"",Jawa Tengah,Semarang Kota,Mijen
"",Jawa Tengah,Banyumas,Karang Lewas
Bandung Raya,Jawa Barat,Bandung Kota,Astana Anyar
"",Jawa Tengah,Klaten,Cawas
Bandung Raya,Jawa Barat,Bandung Kabupaten,Cimaung
JABODETABEK,Jawa Barat,Bogor Kabupaten,Cisarua
"",Jawa Barat,Sukabumi Kabupaten,Cicurug
"",Kalimantan Barat,Kubu Raya,Sungai Kakap
"",Bali,Tabanan,""
"",Jawa Barat,Bogor Kabupaten,Sukajaya
"",Sumatera Selatan,Palembang,Ilir Barat II
"",Maluku,Maluku Tengah,Banda
"",Jawa Tengah,Pekalongan Kabupaten,Kajen
"",Jawa Timur,Bojonegoro,Balen
"",Jawa Barat,Bandung Barat,Cililin
"",Jawa Barat,Ciamis,Panjalu
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Sukawangi
"",Sulawesi Selatan,Gowa,Tinggimoncong
"",Jawa Barat,Subang,Pamanukan
"",Banten,Pandeglang,Menes
"",Jawa Timur,Ngawi,Kedunggalar
JABODETABEK,Jawa Barat,Bogor Kabupaten,Leuwisadeng
"",Jawa Tengah,Kendal,Pegandon
"",Sumatera Utara,Binjai,""
"",Jawa Barat,Ciamis,Purwadadi
JABODETABEK,Jawa Barat,Bogor Kabupaten,Rancabungur
"",Jawa Barat,Kuningan,Garawangi
"",Jawa Barat,Purwakarta,Maniis
"",Jawa Tengah,Banjarnegara,Mandiraja
"",Jawa Timur,Malang,Lawang
"",Jawa Barat,Subang,Compreng
"",Jawa Barat,Sumedang,Tanjungkerta
"",Sumatera Selatan,Empat Lawang,Pendopo
"",Jawa Timur,Pasuruan Kabupaten,Puspo
"",Jawa Timur,Malang Kabupaten,Singosari
JABODETABEK,DKI Jakarta,Jakarta Selatan,Pasar Minggu
"",Jawa Timur,Madiun Kabupaten,Wungu
Bandung Raya,Jawa Barat,Bandung Kota,Cicendo
"",Sumatera Selatan,Palembang,Kalidoni
"",Jawa Tengah,Pati,Pati
"",Jambi,Jambi,Paal Merah
"",Sumatera Selatan,Palembang,Plaju
"",Gorontalo,Gorontalo,""
"",Sulawesi Selatan,Bulukumba,Bonto Bahari
"",Sulawesi Tengah,Sigi,Kinovaro
"",Jawa Timur,Mojokerto Kabupaten,Kutorejo
"",Jawa Timur,Ngawi,Bringin
"",Lampung,Tulangbawang,Gedung Aji
JABODETABEK,DKI Jakarta,Jakarta,Cilincing
"",Kalimantan Barat,Sanggau,Parindu
"",Jawa Barat,Indramayu,Sindang
"",Jawa Tengah,Semarang Kabupaten,Susukan
"",Jawa Timur,Nganjuk,Sawahan
"",Sumatera Selatan,Lahat,Merapi Barat
"",Jawa Tengah,Wonosobo,Leksono
JABODETABEK,DKI Jakarta,Jakarta Barat,Kembangan
"",DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Bandung Raya,Jawa Barat,Bandung Kota,Sukajadi
JABODETABEK,Jawa Barat,Bogor Kabupaten,Sukaraja
"",Sulawesi Utara,Manado,Mapanget
"",Kepulauan Riau,Batam,Sei Beduk
"",Jawa Barat,Bandung Kota,Batununggal
"",Jawa Barat,Bandung Kabupaten,Cikancung
JABODETABEK,DKI Jakarta,Jakarta Pusat,Cempaka Putih
"",Daerah Istimewa Yogyakarta,Kulon Progo,Wates
"",Banten,Serang Kabupaten,Pabuaran
"",Jawa Timur,Pasuruan Kabupaten,Winongan
"",Sumatera Selatan,Ogan Ilir,Indralaya Utara
"",Sulawesi Selatan,Gowa,Parangloe
"",Jawa Tengah,Wonosobo,Mojotengah
"",Jawa Tengah,Semarang Kabupaten,Ambarawa
"",Banten,Pandeglang,Banjar
"",Daerah Istimewa Yogyakarta,Gunung Kidul,Ponjong
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Kedungwaringin
"",Jawa Barat,Cirebon Kabupaten,Dukupuntang
"",Jawa Barat,Tasikmalaya Kabupaten,Cikalong
"",Lampung,Lampung Tengah,Padang Ratu
"",Kalimantan Utara,Tarakan,Tarakan Barat
"",Aceh,Bireuen,Peusangan Siblah Krueng
"",Papua,Jayapura Kota,Abepura
JABODETABEK,Banten,Tangerang,Cisoka
"",Jawa Tengah,Pati,Tayu
"",Jawa Timur,Magetan,Plaosan
"",Aceh,Nagan Raya,""
"",Daerah Istimewa Yogyakarta,Sleman,Sleman
JABODETABEK,Banten,Tangerang Kabupaten,Pagedangan
"",Bali,Gianyar,Ubud
"",Riau,Pekanbaru,Tampan
"",Jawa Barat,Cianjur,Cidaun
"",Jawa Timur,Mojokerto Kabupaten,Jetis
"",Jawa Barat,Depok,Sukmajaya
"",Kepulauan Riau,Batam,Sagulung
JABODETABEK,DKI Jakarta,Jakarta Barat,Palmerah
"",Jawa Timur,Mojokerto,Mojosari
"",Jawa Barat,Cianjur,Cilaku
"",Jawa Timur,Ngawi,Ngawi
"",Kalimantan Timur,Kutai Barat,Barong Tongkok
"",Lampung,Lampung Timur,Pekalongan
"",Jawa Timur,Bondowoso,Pujer
"",Jawa Barat,Bandung Kabupaten,Pasirjambu
"",Jawa Barat,Karawang,Talagasari
"",Jawa Tengah,Purbalingga,Kertanegara
"",Jawa Timur,Situbondo,Kapongan
"",Lampung,Metro,Metro Utara
"",Jambi,Muaro Jambi,""
"",Jawa Barat,Ciamis,Lakbok
"",Sulawesi Selatan,Gowa,Barombong
"",Aceh,Lhokseumawe,Banda Sakti
"",Jawa Barat,Sumedang,Cibugel
"",Jawa Barat,Subang,Cisalak
"",Bali,Klungkung,Banjarankan
"",Sulawesi Barat,Polewali Mandar,Mapilli
"",Jawa Tengah,Banjarnegara,Karang Kobar
"",Jawa Tengah,Semarang,Tembalang
"",Sulawesi Utara,Minahasa,Langowan Selatan
"",Jambi,Sarolangun,""
Bandung Raya,Jawa Barat,Bandung Kabupaten,Cileunyi
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Tarumajaya
"",Jawa Barat,Bekasi Kota,Mustikajaya
"",Jawa Timur,Gresik,Cerme
Bandung Raya,Jawa Barat,Bandung,Padalarang
Bandung Raya,Jawa Barat,Bandung,Cilengkrang
"",Sulawesi Selatan,Gowa,Pallangga
"",Jawa Tengah,Klaten,Gantiwarno
"",Daerah Istimewa Yogyakarta,Sleman,Turi
"",Nusa Tenggara Barat,Lombok Utara,""
"",Jawa Barat,Bandung Barat,Cipongkor
"",Jawa Tengah,Sragen,Masaran
"",Jawa Timur,Kediri Kabupaten,Kepung
"",Jawa Timur,Bangkalan,Bangkalan
"",Jawa Barat,Bandung Kabupaten,Solokan Jeruk
"",Jawa Tengah,Wonogiri,Giritontro
"",Jawa Tengah,Jepara,""
"",Jawa Barat,Cirebon,Talun
"",Jawa Timur,Mojokerto,Ngoro
"",Lampung,Pesawaran,""
"",Jawa Timur,Malang,Wagir
"",Aceh,Aceh Besar,Blang Bintang
"",Jawa Timur,Sidoarjo,Tulangan
"",Daerah Istimewa Yogyakarta,Bantul,Kasihan
Bandung Raya,Jawa Barat,Bandung Kota,Kiaracondong
JABODETABEK,DKI Jakarta,Jakarta Selatan,Setiabudi
"",Jawa Tengah,Sragen,Kedawung
"",Jawa Barat,Bekasi Kota,Bantargebang
"",Jawa Timur,Pasuruan Kabupaten,Bangil
"",Bali,Badung,Abiansemal
"",Kalimantan Barat,Pontianak,Pontianak Selatan
Bandung Raya,Jawa Barat,Bandung,Buahbatu
"",Jawa Timur,Lamongan,Kalitengah
"",Jawa Timur,Blitar Kabupaten,Selorejo
JABODETABEK,Banten,Tangerang,Cisauk
"",Kalimantan Selatan,Barito Kuala,Banjarmasin Utara
"",Jawa Tengah,Kudus,Gebog
"",Nusa Tenggara Barat,Sumbawa Barat,Taliwang
"",Jawa Tengah,Boyolali,Wonosegoro
"",Sulawesi Utara,Bolaang Mongondow,Sangtombolang
"",Lampung,Way Kanan,Banjit
"",Lampung,Lampung Tengah,""
"",Jawa Timur,Banyuwangi,Siliragung
"",Jawa Tengah,Batang,Banyuputih
"",Sumatera Utara,Padangsidimpuan,Padangsidimpuan Utara
"",Banten,Tangerang Kota,Karawaci
"",Sumatera Utara,Medan,Medan Baru
Bandung Raya,Jawa Barat,Bandung Kota,Bojongloa Kaler
"",Jawa Barat,Karawang,Ciampel
"",Jawa Tengah,Klaten,Ngawen
"",Jawa Barat,Bekasi Kabupaten,Tambun Selatan
"",Jambi,Jambi,Jelutung
"",Jawa Timur,Mojokerto Kota,Magersari
"",Jawa Timur,Bojonegoro,Bojonegoro
"",Jawa Timur,Sumenep,Manding
"",Jawa Tengah,Banjarnegara,Batur
JABODETABEK,Jawa Barat,Bogor,""
"",Banten,Tangerang Kabupaten,Kemiri
JABODETABEK,Jawa Barat,Bekasi,Setu
"",Jawa Tengah,Kudus,Bae
"",Jawa Tengah,Magelang Kabupaten,Candimulyo
JABODETABEK,Banten,Tangerang Kota,Jati Uwung
JABODETABEK,Jawa Barat,Bogor Kabupaten,Cariu
"",Sumatera Utara,Medan,""
"",Riau,Kuantan Singingi,Hulu Kuantan
"",Jawa Tengah,Grobogan,Tegowanu
"",Jawa Timur,Bojonegoro,Kapas
JABODETABEK,Banten,Tangerang,Tangerang
"",Sumatera Utara,Asahan,Buntu Pane
"",Sulawesi Utara,Minahasa,Kakas
"",Jawa Timur,Nganjuk,Lengkong
Bandung Raya,Jawa Barat,Bandung Barat,Cililin
"",DKI Jakarta,Jakarta,Pasar Minggu
"",Kalimantan Utara,Malinau,Malinau Kota
JABODETABEK,DKI Jakarta,Jakarta Selatan,Tebet
JABODETABEK,Banten,Tangerang Kota,Pinang
"",Jawa Barat,Bogor Kabupaten,Gunung Sindur
"",Jawa Tengah,Pekalongan Kabupaten,Wiradesa
"",Sulawesi Utara,Minahasa,Mandolang
"",Jawa Tengah,Surakarta,Serengan
"",Sulawesi Utara,Manado,Wenang
"",Jawa Timur,Ngawi,Karanganyar
Bandung Raya,Jawa Barat,Bandung,""
"",Jawa Barat,Subang,Cibogo
"",Jawa Tengah,Boyolali,Banyudono
"",Jawa Barat,Cirebon Kota,Harjamukti
"",Jawa Tengah,Magelang Kabupaten,Salam
"",Jawa Barat,Bandung Kota,Andir
"",Jawa Timur,Jember,Kalisat
"",Aceh,Simeulue,""
"",Jawa Timur,Lamongan,Turi
"",Jawa Barat,Pangandaran,Langkaplancar
"",Jawa Tengah,Magelang Kabupaten,Srumbung
"",Aceh,Bireuen,Makmur
JABODETABEK,Jawa Barat,Bogor,Tanah Sereal
"",Lampung,Lampung Barat,Pagar Dewa
"",Jawa Timur,Bondowoso,Jambesari Darus Sholah
"",Jawa Tengah,Wonogiri,Pracimantoro
"",Jawa Tengah,Kudus,""
"",Jawa Timur,Sumenep,""
"",Jawa Tengah,Sukoharjo,Baki
JABODETABEK,Jawa Barat,Bogor Kota,Bogor Tengah
"",Jawa Timur,Surabaya,Dukuh Pakis
"",Bali,Badung,Kuta Utara
"",Jawa Timur,Gresik,Kedamean
"",Daerah Istimewa Yogyakarta,Sleman,Pakem
"",Jawa Timur,Probolinggo Kota,Mayangan
"",Jawa Timur,Jombang,Peterongan
"",Jawa Barat,Bekasi Kabupaten,Sukatani
"",Jawa Timur,Ngawi,Widodaren
"",Jawa Barat,Sukabumi Kabupaten,Pelabuhan Ratu
"",Jawa Timur,Magetan,Maospati
"",Jawa Tengah,Semarang Kabupaten,Tuntang
"",Jawa Timur,Kediri Kabupaten,Wates
"",Bengkulu,Bengkulu,Ratu Samban
"",Jawa Barat,Sukabumi Kabupaten,Kebonpedes
"",Banten,Tangerang,Serpong Utara
"",Jawa Timur,Ponorogo,Slahung
"",Lampung,Lampung Timur,Waway Karya
"",Sulawesi Utara,Minahasa,Pineleng
JABODETABEK,Banten,Tangerang,Jati Uwung
"",Sulawesi Selatan,Maros,Mandai
"",Jawa Timur,Gresik,Sangkapura
"",Nusa Tenggara Timur,Flores Timur,Tanjung Bunga
"",Jawa Timur,Kediri Kabupaten,Grogol
"",Jawa Barat,Karawang,Lemahabang
"",Jawa Tengah,Banjarnegara,Rakit
"",Sulawesi Utara,Manado,Singkil
"",Jawa Tengah,Cilacap,Cimanggu
JABODETABEK,Jawa Barat,Bogor,Cigombong
"",Jawa Timur,Ngawi,Pangkur
"",Sumatera Utara,Tanjungbalai,Tanjungbalai Selatan
"",Jawa Timur,Sidoarjo,Waru
"",Jawa Timur,Surabaya,Benowo
"",Jawa Barat,Subang,Tambakdahan
"",Daerah Istimewa Yogyakarta,Bantul,Sedayu
"",Jawa Timur,Malang Kabupaten,Karangploso
"",Jawa Barat,Depok,Cimanggis
"",Jawa Barat,Bogor Kabupaten,Rumpin
JABODETABEK,Banten,Tangerang,Larangan
"",Jawa Tengah,Surakarta,Jebres
Bandung Raya,Jawa Barat,Bandung,Cangkuang
"",Banten,Tangerang Kabupaten,Rajeg
"",Sumatera Utara,Medan,Medan Amplas
"",Jawa Timur,Mojokerto,Magersari
"",Jawa Tengah,Temanggung,Bulu
"",Banten,Pandeglang,Karangtanjung
"",Banten,Pandeglang,Cikeusik
JABODETABEK,DKI Jakarta,Jakarta,Palmerah
"",Jawa Barat,Tasikmalaya Kota,Taman Sari
"",Papua Barat Daya,Sorong,Sorong Utara
"",Nusa Tenggara Timur,Manggarai Barat,""
JABODETABEK,DKI Jakarta,Jakarta,Pademangan
"",Sumatera Utara,Serdang Bedagai,Sipispis
"",Kalimantan Barat,Singkawang,Singkawang Barat
JABODETABEK,Jawa Barat,Bekasi Kota,""
"",Sulawesi Selatan,Jeneponto,Binamu
"",Kalimantan Utara,Bulungan,Tanjung Selor
"",Kalimantan Barat,Pontianak Kabupaten,Sungai Kunyit
"",Jawa Timur,Mojokerto,Trawas
"",Sulawesi Utara,Tomohon,Tomohon Barat
"",Jawa Timur,Bojonegoro,Temayang
"",Maluku,Maluku Tengah,Salahutu
"",DKI Jakarta,Jakarta Pusat,Gambir
"",Jawa Timur,Kediri,Gurah
JABODETABEK,Jawa Barat,Bekasi Kota,Jatiasih
"",Jawa Tengah,Batang,Batang
"",Lampung,Pesawaran,Gedung Tataan
"",Lampung,Pringsewu,Pagelaran
"",Jawa Tengah,Klaten,Pedan
"",Sumatera Utara,Deli Serdang,Sibolangit
"",Bali,Bangli,Kintamani
"",Jawa Tengah,Magelang Kabupaten,Tegalrejo
"",Jawa Barat,Kuningan,Kuningan
"",Jawa Barat,Indramayu,Gantar
JABODETABEK,Banten,"",""
"",Sumatera Selatan,Palembang,Jakabaring
"",Jawa Timur,Bangkalan,Tragah
"",Jawa Barat,Sukabumi Kabupaten,Kalapa Nunggal
"",Jawa Barat,Sukabumi Kabupaten,Ciemas
"",Sulawesi Utara,Manado,Tuminting
"",Jawa Barat,Cirebon Kabupaten,Gebang
"",Papua,Jayapura Kabupaten,Sentani
JABODETABEK,Jawa Barat,Bogor,Tanah Sareal
"",Jawa Timur,Jember,Mumbulsari
"",Jawa Timur,Banyuwangi,Kalibaru
"",Jawa Tengah,Sragen,Miri
"",Jawa Tengah,Boyolali,""
"",Jawa Barat,Tasikmalaya Kota,Kawalu
"",Jawa Timur,Tulungagung,Kedungwaru
"",Lampung,Tanggamus,""
JABODETABEK,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
"",Bali,Gianyar,Gianyar
"",Jawa Barat,Depok,Bojongsari
"",Banten,Serang Kota,Serang
"",Jawa Barat,Bandung Barat,Cisarua
JABODETABEK,Banten,Tangerang,Pondok Aren
"",Jawa Barat,Bogor Kabupaten,Cariu
"",Jawa Timur,Tuban,Soko
JABODETABEK,DKI Jakarta,Jakarta,Pasar Minggu
"",Jawa Barat,Garut,Samarang
"",Jawa Timur,Banyuwangi,Kalipuro
"",Jawa Timur,Tuban,Tuban
"",Jawa Timur,Pasuruan,Panggungrejo
"",Jawa Tengah,Boyolali,Boyolali
"",Jawa Timur,Blitar Kota,Sukorejo
"",Kepulauan Bangka Belitung,Pangkalpinang,Taman Sari
"",Jawa Timur,Blitar Kabupaten,Srengat
"",Sulawesi Tengah,Sigi,""
JABODETABEK,Banten,Tangerang,Kelapa Dua
"",Jawa Barat,Cianjur,Sindangbarang
"",Jawa Tengah,Surakarta,""
"",Jawa Timur,Banyuwangi,Songgon
"",Kalimantan Tengah,Palangka Raya,Pahandut
"",Sulawesi Utara,Bolaang Mongondow,Lolak
Bandung Raya,Jawa Barat,Bandung,Baleendah
"",Sumatera Barat,Agam,IV Angkat Candung
"",Jawa Timur,Ngawi,Pitu
"",Jawa Barat,Tasikmalaya Kabupaten,Cikatomas
"",Nusa Tenggara Timur,Manggarai Timur,""
"",Jawa Barat,Kuningan,Sindangagung
"",Jawa Barat,Cirebon Kabupaten,Susukanlebak
Bandung Raya,Jawa Barat,Bandung,Sumur Bandung
JABODETABEK,Jawa Barat,Bekasi,Bantargebang
"",Jawa Timur,Ponorogo,Jetis
JABODETABEK,DKI Jakarta,Jakarta Utara,Kelapa Gading
"",DKI Jakarta,Jakarta Pusat,Cempaka Putih
"",DKI Jakarta,Jakarta Utara,Cilincing
JABODETABEK,Jawa Barat,Bekasi Kota,Pondok Melati
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Tambun Utara
"",Jawa Tengah,Klaten,Kebonarum
"",Gorontalo,Pohuwato,""
JABODETABEK,Banten,Tangerang Kota,Karawaci
"",Jawa Tengah,Semarang Kabupaten,Bergas
"",Jawa Tengah,Karanganyar,Tasikmadu
"",Bali,Buleleng,Kubutambahan
"",Jawa Barat,Purwakarta,Pasawahan
JABODETABEK,Banten,Tangerang,Pinang
"",Jawa Tengah,Magelang Kabupaten,Ngablak
"",Lampung,Pesawaran,Padang Cermin
Bandung Raya,Jawa Barat,Bandung,Gedebage
"",Jawa Tengah,Pati,Margorejo
"",Jawa Tengah,Tegal Kabupaten,Warureja
JABODETABEK,DKI Jakarta,Jakarta,Tamansari
"",Jawa Timur,Bojonegoro,Sugihwaras
"",Jawa Tengah,Banjarnegara,Pagentan
"",Nusa Tenggara Barat,Sumbawa Barat,""
"",Jawa Barat,Subang,Pabuaran
"",Riau,Indragiri Hilir,Kempas
"",Kalimantan Timur,Kutai Kartanegara,Samboja
"",Jawa Barat,Subang,Cipeundeuy
"",Kepulauan Bangka Belitung,Belitung,Sijuk
"",Jawa Timur,Bangkalan,Galis
"",Jawa Timur,Bondowoso,""
"",Banten,Tangerang Kabupaten,Gunung Kaler
"",Aceh,Pidie,Pidie
JABODETABEK,Jawa Barat,Depok,Pancoran Mas
"",Jawa Timur,Malang Kabupaten,Kepanjen
JABODETABEK,DKI Jakarta,Jakarta Barat,Kebon Jeruk
JABODETABEK,DKI Jakarta,Jakarta Utara,Tanjung Priok
"",Jawa Timur,Mojokerto Kabupaten,Puri
"",Jawa Timur,Banyuwangi,Genteng
"",Jawa Barat,Bogor Kabupaten,Megamendung
"",Kalimantan Timur,Balikpapan,Balikpapan Kota
JABODETABEK,Jawa Barat,Bogor Kota,Bogor Utara
"",Kalimantan Barat,Kayong Utara,""
"",Sumatera Utara,Asahan,Silo Laut
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Sukatani
"",Jawa Barat,Karawang,Tirtamulya
"",Jawa Tengah,Sragen,Karang Malang
"",Bengkulu,Rejang Lebong,Curup Selatan
"",Banten,Serang,Taktakan
"",Jawa Barat,Tasikmalaya Kabupaten,Sukaresik
"",Jawa Timur,Malang,Wonosari
"",Kalimantan Timur,Bontang,Bontang Barat
"",Sumatera Utara,Labuhanbatu Utara,""
"",Jawa Tengah,Tegal Kabupaten,Suradadi
"",Jawa Tengah,Banyumas,Kebasen
Pusat Ibu Kota Nusantara,Kalimantan Timur,Kutai Kartanegara,""
"",Sulawesi Selatan,Takalar,Mappakasunggu
"",Sumatera Barat,Sawahlunto,Talawi
"",Sulawesi Selatan,Takalar,Polombangkeng Utara
"",Jawa Timur,Surabaya,Wiyung
"",Jawa Timur,Sidoarjo,Taman
"",DKI Jakarta,Jakarta Timur,Cipayung
JABODETABEK,Jawa Barat,Bekasi Kota,Medan Satria
"",Sulawesi Utara,Bitung,Maesa
"",Riau,Pekanbaru,Payung Sekaki
JABODETABEK,Jawa Barat,Bogor Kabupaten,Ciseeng
JABODETABEK,DKI Jakarta,Jakarta,Jatinegara
Bandung Raya,Jawa Barat,Bandung,Sukasari
"",Jawa Timur,Malang Kabupaten,Kromengan
"",Banten,Cilegon,Purwakarta
"",Sumatera Utara,Binjai,Binjai Utara
"",Papua Barat Daya,Sorong,Aimas
"",Jawa Tengah,Purbalingga,Padamara
"",Sumatera Utara,Padang Lawas Utara,""
"",Jawa Tengah,Cilacap,Kawunganten
"",Jawa Timur,Pasuruan,""
JABODETABEK,Jawa Barat,Bogor,Cibinong
"",Jawa Tengah,Temanggung,Gemawang
"",Sumatera Barat,Pesisir Selatan,Koto XI Tarusan
"",Banten,Pandeglang,Cimanuk
"",Kalimantan Selatan,Banjar,Gambut
"",Sulawesi Tenggara,Konawe,Morosi
"",Daerah Istimewa Yogyakarta,Yogyakarta,Mergangsan
"",Jawa Tengah,Magelang Kabupaten,Borobudur
"",Jawa Timur,Madiun Kabupaten,Mejayan
"",Jawa Barat,Cianjur,Pacet
"",Jawa Tengah,Tegal Kota,Margadana
"",Jawa Barat,Karawang,Telukjambe Barat
Bandung Raya,Jawa Barat,Bandung Barat,Cihampelas
Bandung Raya,Jawa Barat,Bandung,Batujajar
JABODETABEK,Jawa Barat,Bekasi Kabupaten,Setu
"",Sulawesi Selatan,Makassar,Rappocini
"",Banten,Tangerang Kabupaten,Kresek
"",Banten,Tangerang Kabupaten,Balaraja
"",Jawa Tengah,Brebes,Songgom
"",Jawa Tengah,Boyolali,Nogosari
"",Sumatera Barat,Padang,Pauh
"",Jawa Barat,Cianjur,Pagelaran
"",Sumatera Selatan,Ogan Komering Ulu Selatan,""
"",Banten,Tangerang Kabupaten,Sukamulya
"",Banten,Serang Kabupaten,Kibin
JABODETABEK,Banten,Tangerang Kabupaten,Mekarbaru
"",Jawa Tengah,Wonosobo,Selomerto
Bandung Raya,Jawa Barat,Bandung,Nagreg
"",Jawa Barat,Bekasi,Bekasi Selatan
"",Banten,Cilegon,Ciwandan
"",Jawa Timur,Kediri Kabupaten,Papar
"",Banten,Serang Kabupaten,Baros
"",Kalimantan Selatan,Balangan,Paringin
"",Jawa Barat,Purwakarta,Tegal Waru
"",Jawa Tengah,Sragen,Tanon
"",Sulawesi Utara,Tomohon,Tomohon Timur
"",Jawa Tengah,Batang,Wonotunggal
"",Nusa Tenggara Timur,Kota Kupang,Kelapa Lima
"",Kalimantan Timur,Berau,Tanjung Redeb
"",Sulawesi Selatan,Sinjai,Sinjai Tengah
"",Sumatera Selatan,Banyu Asin,Suak Tapeh
"",Jawa Barat,Bogor,Bojong Gede
Bandung Raya,Jawa Barat,Bandung,Pameungpeuk
"",Jawa Timur,Blitar Kabupaten,Sanan Kulon
"",Kepulauan Riau,Tanjungpinang,Tanjungpinang Barat
JABODETABEK,Jawa Barat,Bogor Kabupaten,Tenjo
"",Kepulauan Riau,Tanjungpinang,Tanjungpinang Timur
"",Sumatera Selatan,Ogan Komering Ulu,""
"",Kalimantan Timur,Balikpapan,Balikpapan Timur
"",Bengkulu,Bengkulu,Sungai Serut
"",Jawa Barat,Sumedang,Wado
"",Bali,Karangasem,Bebandem
"",Jawa Barat,Sukabumi Kabupaten,Cisolok
"",Jawa Timur,Situbondo,Panarukan
"",Papua Barat Daya,Sorong,Sorong Barat
"",Jawa Tengah,Jepara,Mayong
"",Jawa Timur,Bojonegoro,Ngasem
"",Sulawesi Utara,Manado,Bunaken
JABODETABEK,Jawa Barat,Bekasi,Sukakarya
"",Maluku Utara,Ternate,Ternate Selatan
"",Banten,Pandeglang,Pagelaran
"",DKI Jakarta,Jakarta,Kebayoran Lama
"",Jawa Tengah,Rembang,Sulang
"",Jawa Tengah,Brebes,Tonjong
"",Kalimantan Utara,Bulungan,""
"",Jawa Barat,Cirebon Kabupaten,Lemahabang
"",Jawa Timur,Pamekasan,Galis
"",Jawa Barat,Sumedang,Sumedang
"",Kalimantan Selatan,Banjar,Sungai Tabuk
"",Bali,Badung,Mengwi
"",Jawa Timur,Surabaya,Simokerto
JABODETABEK,Jawa Barat,Bogor Kabupaten,Tajur Halang
"",Jawa Barat,Bekasi Kota,Medan Satria
JABODETABEK,Jawa Barat,Bekasi Kota,Bekasi Barat
"",Jawa Timur,Malang,Lowokwaru
"",Jawa Timur,Malang,""
JABODETABEK,Banten,Tangerang Kota,Neglasari
"",DKI Jakarta,Jakarta Barat,Tambora
"",Jawa Tengah,Semarang Kota,Gajah Mungkur
"",Jawa Tengah,Tegal Kabupaten,Pangkah
"",Banten,Serang Kota,Cipocok Jaya
"",Jawa Timur,Pasuruan Kabupaten,Gondang Wetan
"",Sulawesi Selatan,Makassar,Manggala
"",Sumatera Selatan,Musi Banyuasin,Lawang Wetan
"",Jawa Tengah,Wonogiri,Selogiri
"",Riau,Pekanbaru,Lima Puluh
"",Jawa Tengah,Karanganyar,Kebakkramat
"",Jawa Barat,Sumedang,Tomo
